"","x"
"1007_s_at",0.440775115439881
"1053_at",0.484986263534946
"117_at",0.607418953190017
"121_at",0.454887780103956
"1255_g_at",0.215874376740089
"1294_at",0.535788477402663
"1316_at",0.404964667317409
"1320_at",0.182008471900093
"1405_i_at",0.746332756012779
"1431_at",0.300423326425287
"1438_at",0.308428523207262
"1487_at",0.491703769121808
"1494_f_at",0.360191252906409
"1552256_a_at",0.390641856623729
"1552257_a_at",0.528797700911129
"1552258_at",0.408210887907023
"1552261_at",0.277279340120323
"1552263_at",0.628397832740941
"1552264_a_at",0.637449346331288
"1552266_at",0.219681038945285
"1552269_at",0.164660797271602
"1552271_at",0.363799776116752
"1552272_a_at",0.398051212569263
"1552274_at",0.626692083578308
"1552275_s_at",0.506392485753727
"1552276_a_at",0.130435087225606
"1552277_a_at",0.357570822612657
"1552278_a_at",0.266487559486582
"1552279_a_at",0.501446246805118
"1552280_at",0.240388984771322
"1552281_at",0.243075127642686
"1552283_s_at",0.328767371863692
"1552286_at",0.438043649046953
"1552287_s_at",0.512769890113322
"1552288_at",0.13184776496915
"1552289_a_at",0.275798736076261
"1552291_at",0.594606021483707
"1552293_at",0.268186715252111
"1552295_a_at",0.349110358940346
"1552296_at",0.234288361728016
"1552299_at",0.287376049000775
"1552301_a_at",0.381613412847772
"1552302_at",0.538159624380296
"1552303_a_at",0.541985546028676
"1552304_at",0.285287506518843
"1552306_at",0.295966807848581
"1552307_a_at",0.45126262926424
"1552309_a_at",0.441083047876632
"1552310_at",0.46047719319283
"1552311_a_at",0.516752438583344
"1552312_a_at",0.375707694884742
"1552314_a_at",0.331848822903884
"1552315_at",0.558563845077099
"1552316_a_at",0.664069842416449
"1552318_at",0.622902440175163
"1552319_a_at",0.280831904873454
"1552320_a_at",0.29644168916184
"1552321_a_at",0.1938647765724
"1552322_at",0.264539103443729
"1552323_s_at",0.345082918230645
"1552325_at",0.259375878051569
"1552326_a_at",0.295503277338795
"1552327_at",0.211180788435684
"1552329_at",0.399728380448612
"1552330_at",0.450689189585125
"1552332_at",0.149139427125204
"1552334_at",0.521825142743839
"1552335_at",0.359220154171582
"1552337_s_at",0.304711410942572
"1552338_at",0.155227181111487
"1552340_at",0.217709086469949
"1552343_s_at",0.476060909298007
"1552344_s_at",0.425460429683335
"1552347_at",0.531690319402572
"1552348_at",0.547284925119559
"1552349_a_at",0.388615793591796
"1552354_at",0.286800539897789
"1552355_s_at",0.321829642405215
"1552359_at",0.226044108012867
"1552360_a_at",0.414476813557395
"1552362_a_at",0.410889354083349
"1552364_s_at",0.404638866440526
"1552365_at",0.204993338792963
"1552367_a_at",0.224530265215083
"1552368_at",0.329814392575997
"1552370_at",0.38985734623486
"1552372_at",0.266905344891696
"1552373_s_at",0.305568696341342
"1552375_at",0.396435337327607
"1552377_s_at",0.369166631787254
"1552378_s_at",0.164823184215589
"1552379_at",0.200098304370247
